Time,Flow_Sensor1,Pressure_Sensor1,Temp_Sensor1,Leak_Sensor1,Flow_Sensor2,Pressure_Sensor2
2025-01-19 00:00:00,556.7675826808734,3.2517758608748206,17.58010297368213,0,164.9602513419178,2.189828352346147
2025-01-19 00:30:00,40.17254781758662,3.62970152720706,48.90182317942885,0,291.97639600178576,5.085438357753964
2025-01-19 01:00:00,294.941828690779,5.030742440599755,23.090907080739267,0,224.1631620307852,3.0398569883345488
2025-01-19 01:30:00,90.82263297443275,5.079606201728526,5.323859051938544,1,49.11016537789358,1.3822922202416634
2025-01-19 02:00:00,341.4652128862012,1.559524149331259,27.800562137889887,1,511.45045273064295,3.250502856907701
2025-01-19 02:30:00,133.06320727118327,1.071595043520189,46.82251865745438,0,426.30989907046114,4.792377954125519
2025-01-19 03:00:00,109.29242357808081,4.813496368127245,20.851958517306898,0,110.33206084399748,4.591959283634032
2025-01-19 03:30:00,285.20752657533535,5.751172312666798,46.79251763087496,0,363.87612712944144,3.8224520711814898
2025-01-19 04:00:00,257.7432476301259,3.7205899125192916,47.331015676769695,1,150.06483843859485,4.7619600025832405
2025-01-19 04:30:00,193.918636474892,3.416575837396847,15.447655249191538,0,21.12687680242786,4.800698247184916
2025-01-19 05:00:00,598.2138293593041,5.762457555839543,32.54119280401292,0,135.43536836781084,3.178990059790371
2025-01-19 05:30:00,419.66067003986205,5.871586300987397,9.36545694667761,0,279.02445912975276,3.9355978938622855
2025-01-19 06:00:00,180.54288959124293,1.3958277697295887,44.556612164951716,0,405.9594714952759,1.2279506113466594
2025-01-19 06:30:00,512.6695310024314,3.4606326162935477,4.2343388816775,0,269.54068073670055,5.315296465333517
2025-01-19 07:00:00,267.1326686628072,3.6133494998422027,49.09669924418317,0,225.29112915720256,5.158480053267497
2025-01-19 07:30:00,237.10270426528277,4.114784101537627,31.97017885767103,0,264.5873227973931,3.5817276927158166
2025-01-19 08:00:00,274.8177960217326,2.4143383876655657,10.722345250883574,0,527.969013547543,1.2882213746488993
2025-01-19 08:30:00,26.201663523179246,3.467015997681818,7.7163228963230175,0,156.04560924863975,2.2139729819717986
2025-01-19 09:00:00,356.9973699461809,5.947484819584452,11.708830393720305,0,431.66377798151575,5.037516054850163
2025-01-19 09:30:00,359.1948008373043,5.590054886907087,9.004461554911366,0,349.3920318317907,3.9800918776552514
2025-01-19 10:00:00,327.08057113224913,2.4250366654749542,36.34947474083261,0,405.4411824861117,3.5833326542135677
2025-01-19 10:30:00,140.20162323853364,1.112312918996838,36.577933880154646,0,373.93713470487523,2.2711944175885064
2025-01-19 11:00:00,215.75700883577892,5.4225822341229835,14.870482763776506,0,106.03338597617747,2.7217358267727647
2025-01-19 11:30:00,329.1673099811981,3.158060961798184,7.253009208949885,0,108.69366344097247,1.7360119667341762
2025-01-19 12:00:00,28.959558659970025,3.4724957475053677,24.833102218979917,1,132.81530057641686,1.5472440750200547
2025-01-19 12:30:00,289.4995678681129,3.629158827237972,8.756731186206155,0,326.43709186356193,5.493128968420573
2025-01-19 13:00:00,21.097401410802597,4.245851918029944,14.514393250201051,0,274.91921734182483,2.543194862710293
2025-01-19 13:30:00,323.5963369077079,5.44005415885277,36.497579118702575,1,330.1494724326402,4.896156005169311
2025-01-19 14:00:00,170.89959688857016,2.0000926419249967,43.525017797685834,0,53.17151196722922,3.5386737734928633
2025-01-19 14:30:00,442.67115664008764,4.0787404202995905,6.841897839409582,0,175.2786826308279,4.348498991675864
2025-01-19 15:00:00,124.56502633182276,3.4986583481770634,33.73517903012006,0,297.0903493053925,3.961247446352121
2025-01-19 15:30:00,182.08995879428983,2.961381703517691,24.588273195043165,0,248.3138678110449,1.4448305633876788
2025-01-19 16:00:00,442.86784674984796,1.113316374216853,31.35513915823615,0,253.4488984481122,3.5768074909731196
2025-01-19 16:30:00,457.73346816613065,3.247500588603182,31.40450991112269,0,88.3117006563399,3.0773066437338294
2025-01-19 17:00:00,151.48522998170506,3.5021625683286848,22.43722056035429,0,508.0288801989891,2.2641132107886137
2025-01-19 17:30:00,108.93727120638081,1.7128266153573004,29.814690471015318,0,159.01976365196552,2.822327380109031
2025-01-19 18:00:00,53.14102618276959,3.4471682922677935,21.550098297908747,1,527.2366870200842,2.1748726805334075
2025-01-19 18:30:00,286.8031769193707,3.7193598480864973,18.965443577252756,0,515.3064654074599,2.9032210058350056
2025-01-19 19:00:00,376.07680553724725,5.058557407776615,41.132823259313696,0,465.1244840695713,2.882587066306545
2025-01-19 19:30:00,311.9072138554205,5.325863829691003,7.03018142788013,0,279.1611685005327,2.4980336530891836
2025-01-19 20:00:00,551.6753585152032,2.528029090689216,33.256829270140585,0,381.05280955913526,1.2810088736242515
2025-01-19 20:30:00,338.216693157441,2.073747685935769,33.829138899110845,0,237.11322698487652,4.506239974617893
2025-01-19 21:00:00,59.01542524327766,2.292550564793635,19.141498754464646,0,12.44434026720399,2.107164944663394
2025-01-19 21:30:00,179.26436161005026,4.196990174349294,9.564978447648047,0,583.6874317090032,5.677548410153084
2025-01-19 22:00:00,110.61292738445418,3.6627797880445576,20.424316852801184,0,265.6641243782002,4.168321993623362
2025-01-19 22:30:00,158.26169551177162,2.6406409047939245,20.207050119469688,0,98.5344068156061,3.92123934409343
2025-01-19 23:00:00,277.8324556455029,3.8156225237156947,47.66697799185283,0,93.0212933643037,4.705114235057487
2025-01-19 23:30:00,40.93902473211926,5.204348833176369,12.586030522229589,0,284.68052614661195,3.960935019004261
2025-01-20 00:00:00,293.56247633146484,4.189913158167449,6.241973922490947,0,309.8917275362652,3.043797302510009
